first_name,middle_name,last_name,ssn,birthdate,birthplace,salary,company,department,role
Amber,Bonnie,Patterson,333-76-8366,1995-07-31,Lake Richard,97917.12,"Andrews, Williams and Hood",Finance,Financial Analyst
Denise,Gina,Hensley,015-76-4876,1967-07-11,West Charles,88568.32,"Rodriguez, Morse and Brown",HR,HR Coordinator
Jennifer,Tammy,Lewis,711-77-8745,1955-10-21,Lake Alicia,137022.96,Wright-Nash,HR,Recruiter
Adam,Elizabeth,Peterson,058-15-3209,2003-06-16,Longstad,62421.64,Hernandez-Howard,Engineering,Data Scientist
Caitlin,Christopher,Kim,458-09-6702,2001-10-11,Sullivanfort,63018.46,Williamson-Nash,Marketing,Marketing Manager
Andre,Victoria,Cox,896-60-5604,1970-01-30,Mitchellton,79631.76,"Green, Young and Hampton",Marketing,Marketing Manager
Evan,Maria,Moore,762-69-9143,1955-02-10,Blakechester,102101.01,"Jarvis, Parsons and Paul",Support,Customer Support
Kathryn,Raymond,Torres,275-01-5962,1996-02-09,Johnsonberg,136294.16,"Hall, Garcia and Morton",Engineering,Data Scientist
Nancy,Angela,Ferguson,387-32-5076,1963-01-26,East Leon,85471.48,"Anderson, Gomez and Anderson",Support,Technical Support
Alexandra,Donna,Dennis,661-04-4655,2004-06-28,Port Thomasmouth,121699.15,Hernandez and Sons,Support,Customer Support
Valerie,Brett,Ramos,445-96-1570,1960-05-21,Lake Erika,66557.41,"Welch, Lopez and Nicholson",Sales,Sales Representative
Douglas,Michael,Padilla,808-32-4904,1966-02-26,Port Jamesmouth,144617.7,Acosta PLC,Engineering,Software Engineer
Andrea,Steve,Gomez,713-40-0124,1994-02-18,Josephhaven,66698.66,Griffin-Solomon,Sales,Sales Manager
Dennis,Lori,Scott,159-62-7000,1957-08-09,Crawfordville,141982.26,Williams Inc,Finance,Accountant
Bonnie,Jeffrey,Davis,839-39-3613,1986-11-07,South Becky,75173.69,Hawkins LLC,Marketing,SEO Specialist
James,Angela,Taylor,694-83-4549,1967-04-19,Meghanton,76983.3,Martinez Ltd,HR,HR Manager
Teresa,Sherry,Waters,574-51-3463,1978-07-31,Torresside,131534.97,Harmon-Hernandez,Support,Technical Support
Audrey,Nathan,Johnson,716-80-6829,1996-03-04,Andrewport,97076.66,Crawford-Nixon,Support,Technical Support
Rick,Stephanie,Holder,339-01-5420,1965-07-04,East Christopherborough,43822.97,Hess-Ross,HR,HR Coordinator
Kristina,Nicole,Matthews,657-34-0314,1997-07-19,East Michael,142204.29,Bender-Rodriguez,Sales,Account Manager
Amanda,Emily,Mitchell,363-54-6341,1976-12-08,South Aprilside,55305.06,"Garcia, Walsh and Turner",Marketing,Marketing Manager
Jessica,Melissa,Beck,824-46-8810,1998-08-16,Popefurt,63004.88,"Henderson, Pierce and Murphy",Product,Product Owner
Benjamin,Jeffrey,Gutierrez,584-67-9654,1979-11-03,Lake Faith,64138.45,"Smith, Watson and Myers",Sales,Sales Manager
Bonnie,Kimberly,Donaldson,861-97-3205,1970-05-02,Laurafort,90437.63,Martinez and Sons,Product,Product Manager
Francisco,Scott,Vasquez,516-89-8949,2004-05-16,Stephensland,56241.86,"Cross, Hicks and Williams",Product,Product Owner
Michael,Kristen,Hunter,152-96-7567,1960-02-23,South Juliaview,76691.01,"Crane, Kane and Smith",Product,Product Owner
Tina,Barbara,Ford,107-84-7695,1961-07-24,South Daniel,128740.68,"Graham, Jenkins and Sandoval",Product,Product Owner
Kimberly,Michael,Gomez,397-38-2070,1980-11-30,Crystalside,128916.95,Rice Ltd,Marketing,Content Creator
Tara,Frank,Johnson,892-20-6456,1989-05-08,Port Zachary,135059.94,"Martin, Estrada and Villanueva",Marketing,Content Creator
Latoya,Gregory,Knight,249-74-3195,1964-12-20,South Jonathan,60234.34,Hays-Cantu,Marketing,Marketing Manager
Justin,Jillian,Vasquez,859-78-3576,1999-03-31,Linburgh,76083.49,Nunez PLC,Product,UX Designer
Elizabeth,Jessica,Cox,461-21-3214,1966-08-22,Jasonport,89611.07,"Flores, Smith and Frederick",Support,Support Specialist
Russell,Brandy,Jones,799-68-9593,1980-09-13,Rodgersfort,35836.86,"Martinez, Adams and Elliott",Finance,Controller
Beth,Allison,Williams,652-45-7385,1960-03-13,Brianport,104841.04,Young-Brown,HR,HR Manager
Lindsay,Sydney,Davis,860-26-4284,2004-09-12,Jensenmouth,55002.9,Graham LLC,Engineering,Software Engineer
Justin,Francisco,Thompson,196-74-3295,1969-05-06,West Todd,144869.94,Gordon PLC,Support,Customer Support
Donald,William,Willis,620-45-8274,1963-07-09,Snowville,57157.67,Watkins and Sons,Finance,Controller
Jason,Wanda,King,816-82-7228,1997-04-03,Lake Michael,120533.43,Bowman PLC,Finance,Controller
Heather,Nathan,Peterson,751-10-9040,1963-04-25,Danielton,73023.19,Cabrera Ltd,Product,Product Manager
Chad,Rebecca,Steele,654-15-9799,1958-12-13,Sarahshire,75985.84,"Norton, Ibarra and Wilson",HR,Recruiter
Joe,Thomas,Perez,101-94-8534,1991-08-27,Lake Kellyborough,136878.09,Dixon-Mora,Finance,Financial Analyst
Sarah,Sean,Petersen,566-51-9633,1971-03-02,Janiceburgh,67548.17,Petty-Rodriguez,Finance,Accountant
Maria,Shannon,Moore,110-05-8844,1989-01-24,Lake Tamara,121787.9,Kelly-Delgado,Finance,Accountant
Gina,Jason,Yoder,695-49-5534,1975-08-29,Lynnburgh,32609.87,Mccormick Group,Support,Support Specialist
Mario,Brian,Gilmore,286-40-5697,1985-11-03,Brighthaven,84358.72,Turner LLC,HR,HR Manager
Sara,James,Hernandez,565-56-7910,1998-02-21,Susanfort,140405.98,Ward-Schneider,Finance,Financial Analyst
Tami,Mary,Willis,874-36-7443,1978-11-17,Heatherport,97455.81,Maxwell PLC,Support,Technical Support
Michelle,Brandon,Randolph,125-48-8331,1963-01-14,Karenstad,34973.47,"Lee, Williams and Pierce",Product,Product Owner
Angela,Matthew,Jensen,354-70-6107,1983-01-27,South Pamelaside,84976.63,Kelly-Stevens,Product,Product Manager
Cassandra,Tina,Baker,477-64-1672,2002-05-18,South Teresa,132931.86,"Fisher, Donovan and Baxter",HR,HR Manager
James,Whitney,Wilson,334-01-6722,1993-12-01,Lake Abigail,138805.51,"Wheeler, Wood and Ramsey",Engineering,Software Engineer
Jennifer,Linda,Arroyo,308-75-7036,1968-10-07,Youngburgh,71792.37,Harris-Owens,Finance,Financial Analyst
Ernest,Eric,Moyer,093-60-6281,1969-11-27,Nelsonbury,118526.49,Christian Group,Engineering,Software Engineer
Vickie,Justin,Montgomery,667-73-5641,1991-12-19,Farleychester,94284.47,Arias Ltd,Engineering,Software Engineer
David,Jessica,Maynard,588-28-2186,1971-07-11,Murphybury,58792.58,Snyder-Obrien,Support,Customer Support
Andrew,Jason,Garcia,539-02-3809,1997-12-19,Ryanbury,134650.13,Parsons-Bird,Support,Customer Support
David,Roy,Barnes,772-47-3594,2002-09-07,South Nathan,53518.9,"Miles, Stanley and Green",Finance,Financial Analyst
Craig,Autumn,Williamson,192-17-7223,1978-03-11,Port Chelseaview,81046.16,Wilson and Sons,HR,Recruiter
Katrina,Carl,Munoz,522-07-4887,1953-07-25,New Thomasville,33567.1,Williams Group,Finance,Accountant
Jennifer,Christine,Stewart,831-68-4695,1975-08-10,Gloverfurt,65671.07,Reyes Inc,HR,HR Coordinator
Laurie,Crystal,Brooks,284-03-1573,2000-07-31,Nathanmouth,36723.81,Cook Inc,Sales,Account Manager
Thomas,Jessica,Harris,147-78-1410,1957-03-03,Port Kyleshire,81399.9,Wilson-Knight,Engineering,System Architect
Geoffrey,Jenna,Lee,313-97-8756,1968-01-14,Carrollfurt,42847.26,Drake and Sons,Engineering,System Architect
Catherine,Sherry,Davis,185-61-3271,1985-04-06,Lake Julia,38848.57,"Bartlett, Silva and Padilla",Marketing,Content Creator
Dawn,Phillip,Lopez,879-03-6021,1982-04-04,Ambertown,133579.01,Morris and Sons,Sales,Account Manager
Angel,Stephen,Simmons,283-27-3519,1986-04-27,Patriciamouth,109264.72,Perez-Anderson,Support,Technical Support
Donald,Kevin,Mann,784-46-3078,1985-01-08,Markland,56754.76,"Jones, Tanner and Hunt",Engineering,Software Engineer
Jennifer,Mindy,Melton,310-54-5901,1993-07-06,Marilynchester,52790.5,Williams-Parsons,Sales,Sales Representative
Casey,Kristy,Phillips,822-32-1588,2000-03-13,Joneshaven,82755.84,Moore PLC,Finance,Accountant
Sandra,Ryan,Green,518-98-2534,1979-01-28,North Alexandra,52940.3,Miller Group,Finance,Accountant
Randy,Tyler,Burgess,655-31-9847,1990-12-02,North Thomashaven,51280.6,Miller-Garcia,Marketing,SEO Specialist
Mark,Michele,Gray,697-86-4100,2004-02-29,Lake Andre,77502.34,Moore PLC,Engineering,Software Engineer
Justin,Brandon,Brewer,374-18-9949,1989-03-01,East Dianamouth,103227.43,Gomez-Murillo,Sales,Account Manager
Samantha,Miranda,Hernandez,358-79-1308,1976-01-31,South Ashley,114371.45,Wagner LLC,Finance,Financial Analyst
Darlene,Jennifer,Abbott,451-79-2576,2005-04-02,West Walter,135175.96,Brock PLC,Finance,Accountant
William,Charles,Lee,245-07-8086,1961-06-28,Lake Adrianview,91384.02,Rodriguez-Lewis,HR,HR Manager
Chase,Jamie,Montoya,547-37-7657,1996-12-03,Caitlinberg,76829.74,Whitney-Rodriguez,Product,Product Manager
Michael,Regina,Holloway,282-37-3190,1983-12-15,Christianborough,105611.0,Gray-Guerra,Marketing,Marketing Manager
Susan,John,Chapman,629-56-5729,1955-11-01,Johnsonhaven,66534.23,Woods-Benson,Engineering,Software Engineer
Donna,Jon,Beck,667-70-1271,2003-07-11,West Tanya,63587.57,"Wallace, Holt and Marks",Sales,Sales Manager
Sarah,Nicholas,Vasquez,464-68-7364,1984-03-20,South Daniel,99860.33,"Brown, Brown and Henson",Finance,Controller
Scott,Laura,Mccarthy,738-64-1948,1960-05-26,West Ronaldshire,116323.86,"Jones, Smith and Miller",Finance,Financial Analyst
Brian,Kelly,Whitehead,458-70-6802,2000-04-17,Brownmouth,49747.88,"Garza, Mack and Cole",Support,Customer Support
Donald,Ashley,Knight,864-63-0136,1997-03-22,Kimberlystad,46756.0,Garcia Ltd,Product,Product Manager
Mark,Nina,Huynh,525-14-7763,1991-05-18,Ramosside,146731.87,Rodriguez-Alvarado,Sales,Account Manager
Jennifer,Robin,Weaver,273-15-5768,1984-09-13,New Ryan,132120.06,Anderson-Johnson,Product,Product Owner
Laura,Jesus,Vincent,856-41-7352,1976-07-05,West Patricia,125703.43,"Smith, Friedman and Gonzalez",Finance,Controller
Gerald,John,Long,371-96-6929,1981-05-19,Port Rachaelhaven,148614.67,Short Group,Product,Product Owner
Noah,Colleen,Flores,753-51-7351,1995-09-18,New Rogerton,87693.31,Glass LLC,Support,Technical Support
Lisa,Andres,Mann,117-09-1126,1972-01-13,Port Heathershire,77965.87,Webster PLC,Marketing,SEO Specialist
Joseph,Jerry,Johnson,500-32-8192,1975-07-02,West Elizabeth,36796.04,Hicks and Sons,Sales,Sales Manager
Daniel,John,Powell,605-71-5170,1963-12-09,Joseland,91769.64,Clark LLC,Support,Technical Support
Danielle,Peter,Alvarez,545-54-1732,1980-06-01,Vincenttown,64993.85,Garcia Inc,Sales,Sales Manager
Dawn,Charles,Herman,146-99-0293,1963-08-18,Lake Rachel,145770.84,Valentine-Hines,Product,UX Designer
Karen,Sarah,Hernandez,641-07-8777,1968-12-12,Bakerhaven,59539.11,Vargas LLC,Product,UX Designer
Christine,Erica,Bates,047-55-1008,1984-11-02,Millerside,49674.1,Ramsey and Sons,Marketing,SEO Specialist
Jessica,Mary,Holmes,004-02-0281,1985-11-03,Ashleyside,133947.32,Duncan LLC,Sales,Sales Representative
Adam,Noah,Gardner,865-22-6891,1976-10-04,West Brandon,124372.44,Wright LLC,Support,Technical Support
Susan,Steven,Ross,395-30-1462,1967-02-19,New Katieville,135859.29,"Zamora, Houston and Reyes",Marketing,Marketing Manager
Ryan,Breanna,Kline,433-48-8776,1992-05-11,New Ricardoborough,91555.3,Coffey-Marquez,Engineering,Software Engineer
Johnny,Kristine,Stafford,679-32-0221,1983-03-24,Lake Mindychester,100364.32,"Thomas, Wolfe and Scott",Finance,Accountant
Lydia,Melissa,Jones,196-57-5149,1960-11-12,West Melanie,62818.75,Smith-Lopez,Product,Product Manager
Christopher,Alicia,Owens,162-03-4295,2002-02-13,North Cameronmouth,85705.42,Francis-Johnson,Finance,Controller
Tammy,Felicia,Johnston,400-20-1010,1967-08-05,Davidburgh,70357.05,Woods PLC,Sales,Sales Manager
Sonia,Debra,White,132-93-8925,1975-05-01,East Matthewchester,53879.14,Johnson Ltd,Product,UX Designer
Wayne,Stacey,Chambers,859-60-1919,1970-01-31,Staceyland,70837.18,"Anderson, Adams and Barton",Sales,Account Manager
Cathy,Adam,Perez,673-83-0338,2005-09-23,New Jeremy,96492.26,Wells-Williams,Product,Product Owner
Amanda,Carol,Brown,701-48-7642,1986-12-23,Port Christopherberg,60716.6,Phillips PLC,Support,Support Specialist
Sherri,Ann,Matthews,511-92-2695,2002-12-12,Vanessatown,122363.72,Davis-Owen,Support,Technical Support
Christopher,Matthew,Watson,151-79-3271,1984-10-23,East Nicolechester,115543.29,Nguyen and Sons,Product,UX Designer
Ariel,Stacy,Barnes,234-69-2240,1968-02-13,South Yolanda,37796.76,Gomez Inc,Sales,Sales Manager
Elizabeth,Caitlin,Brown,289-61-5169,1992-03-10,Stevensview,104280.21,Fuller-Nelson,Support,Support Specialist
Chelsea,Meredith,Martin,468-44-4619,1995-07-03,East Krista,54750.79,Harris Ltd,Support,Customer Support
Mary,James,Haas,007-46-7363,1967-01-30,Brianstad,102796.9,Johnson Group,Product,Product Manager
Thomas,Kimberly,Marquez,027-70-8940,1962-12-28,Amandamouth,82592.44,"Glover, Ferguson and Nelson",HR,HR Manager
Victoria,Darren,Young,210-44-4246,1968-07-20,Jenniferview,134639.39,Lawrence Group,Finance,Accountant
Alex,Mario,Wise,703-64-4289,1961-03-21,Gonzalezchester,142888.55,Davis and Sons,Product,UX Designer
Kenneth,Michael,Stewart,433-01-5917,1994-04-17,West Johnburgh,147334.44,Giles LLC,Engineering,System Architect
Albert,Michael,Franklin,087-46-4432,2004-08-22,Port Paul,120463.2,Bennett-Goodwin,Support,Support Specialist
Stacey,Alyssa,Moran,354-52-5991,1978-05-15,West Richard,41113.97,Morris Inc,Support,Customer Support
Robert,Penny,Harris,725-64-6307,1991-12-25,North Timothy,99436.78,"Curry, Martin and Collins",Engineering,System Architect
John,John,Gutierrez,496-97-3842,1978-04-22,Lake Chelsea,32258.36,"Cummings, Hunt and Gonzalez",Finance,Accountant
Scott,John,Nelson,038-80-0800,2001-09-06,Millsville,57350.75,Baker Inc,Finance,Financial Analyst
Theresa,Sarah,Bailey,652-79-1604,1980-05-11,Stevenville,127725.55,Duncan-Johnson,HR,HR Coordinator
Regina,Calvin,Pruitt,442-20-3659,1996-03-12,West Derek,99558.26,"Guerrero, Lee and Pearson",Engineering,Data Scientist
Kevin,Michael,Mann,460-19-6207,1996-12-12,Thomasview,80285.31,Cook-Garcia,Product,UX Designer
Veronica,Michael,Mcdonald,005-62-2022,1981-04-01,Edwardbury,69662.69,"Christensen, Garrison and Fletcher",Product,Product Manager
Mark,Andre,Boyd,041-97-9334,1999-12-15,Nathanbury,137593.82,"Brown, Johnson and Crawford",HR,Recruiter
Jonathon,Daniel,Morgan,122-10-7585,1981-06-09,Lake Joe,68421.12,Williams LLC,Marketing,Marketing Manager
Ashley,Andrea,Harvey,796-01-0714,1979-09-06,East Scottmouth,84068.44,Johnson LLC,Finance,Accountant
Dustin,Cynthia,Reyes,353-58-1855,2000-06-12,New Michellemouth,87091.59,Jones Group,HR,HR Manager
Rebecca,Megan,Booth,516-51-6006,1995-04-02,South Michaelbury,121941.15,Ortiz and Sons,Marketing,Content Creator
Jon,Michael,Miles,077-54-4058,1978-08-05,Spearsport,80888.71,Roberts Ltd,HR,HR Coordinator
Teresa,Elizabeth,Stone,097-98-6605,1972-11-09,Timothyfurt,120296.99,Green Ltd,Product,Product Owner
Kelly,Christine,Terry,797-26-7301,1986-12-16,East Aprilstad,31612.12,"Combs, Mueller and Martin",Product,Product Manager
James,Debra,Davis,813-68-1506,2001-08-05,Cathyfort,139496.16,"Lopez, Parker and Serrano",Support,Customer Support
Terrence,Linda,Montgomery,674-46-1832,1976-05-28,Port Robertton,64945.84,"Lang, Garcia and Evans",Product,Product Manager
Daniel,Emily,Hawkins,499-46-9612,2000-11-13,Patricialand,141154.62,Wilkins-Rios,Finance,Accountant
Lori,John,Rollins,777-66-4466,1968-05-04,Wesleyhaven,69211.55,Adkins PLC,Marketing,Content Creator
Jeremy,William,Fields,316-11-0485,1961-10-10,Cameronhaven,55792.5,Scott-Dunn,HR,HR Coordinator
Randall,Russell,Garcia,806-17-1770,2002-01-11,Heatherberg,56133.12,Griffin-Hicks,Sales,Account Manager
Mason,Zachary,Mcdaniel,539-51-5172,1991-04-13,South Miguelburgh,120886.57,"Kirby, Powell and Gonzales",HR,HR Coordinator
David,William,Hoffman,401-20-4986,1984-04-13,New Melissaberg,123553.92,Taylor Ltd,Product,Product Manager
Sherri,Katrina,Livingston,558-33-5202,1999-12-05,South William,70562.37,"Mathis, Mccarty and Sampson",Support,Support Specialist
Timothy,Katherine,Hoffman,467-71-7673,1992-10-06,Seanstad,104967.8,Wood-Peterson,Marketing,Content Creator
Anthony,Kevin,Murphy,095-54-0350,1955-10-31,Patrickfort,67027.89,"Diaz, Berg and Deleon",Support,Customer Support
Fernando,Tracy,Collins,002-77-9481,1986-09-20,Paultown,66464.28,Hernandez-Hall,Finance,Financial Analyst
Zachary,Hailey,Jackson,012-97-4234,1995-04-25,East Anthony,134255.22,Williams-King,Finance,Accountant
Jennifer,Eric,Walker,852-13-5975,1988-04-15,Lake Ricky,103993.89,Lee-Martinez,Marketing,Marketing Manager
Samuel,Brian,Davidson,463-06-3328,1994-10-07,North Christian,132602.99,Thomas-Whitehead,Support,Customer Support
Michelle,Ryan,Blanchard,185-35-2455,1964-10-31,South Deborahview,121103.43,Barton-Hall,Engineering,System Architect
Maria,Alicia,Hernandez,451-14-1145,1995-10-02,New Robert,45283.6,Lewis and Sons,Sales,Sales Representative
William,Brenda,Kline,048-54-1596,2004-04-13,Frenchstad,112026.49,"Lawson, Lee and Johnston",Support,Support Specialist
Laura,Sierra,Gray,450-98-0983,1985-06-21,Pettyberg,101776.87,"Morales, Dalton and Evans",Engineering,Data Scientist
Jacob,Edward,Allen,899-60-8052,1995-10-20,Henryside,140581.58,Evans-Brooks,Marketing,Marketing Manager
Megan,Casey,Carroll,179-76-3161,1988-08-08,Matthewland,45632.26,Adams LLC,Support,Technical Support
Cassandra,Heather,Williams,598-24-1207,2004-03-21,Rodriguezport,136131.62,"Allen, Perry and Nunez",Product,Product Manager
Donna,Laura,Wright,848-02-6741,2005-03-11,Tonyaport,64812.86,"Clay, Lewis and Chavez",Finance,Financial Analyst
Kristina,Terry,Jones,799-25-5651,1977-01-16,Josephchester,64386.94,"Wilson, Sanchez and Villanueva",Marketing,Content Creator
Edward,Joshua,Clay,548-55-7705,1965-03-18,East Tiffanymouth,104900.26,"Campbell, Travis and Blair",Support,Customer Support
Ethan,Peter,Smith,792-28-2558,1987-05-04,New Zachary,104436.69,"Holloway, Hill and Thomas",Marketing,SEO Specialist
Brett,Anthony,Brock,752-68-3408,2002-10-30,West Jamesbury,86056.74,Lewis-Hicks,Support,Customer Support
Greg,Brandon,Lopez,408-83-6486,2006-05-12,Lake Davidville,143652.13,Adams LLC,Finance,Controller
Amy,Mia,Rodriguez,219-86-4826,1954-11-25,Port Ashley,87082.98,Ho-Cooper,Sales,Sales Representative
Timothy,Brooke,Morrison,594-40-2927,1986-03-21,South Karenstad,102140.01,"Nelson, Hart and Mckinney",Engineering,Data Scientist
Paige,Timothy,Lopez,693-60-9140,1962-03-09,North Jasonport,57051.12,Gibson and Sons,Finance,Controller
Vincent,Tanner,James,860-51-6079,1955-09-09,Fitzgeraldfurt,38587.78,Gonzalez PLC,Product,UX Designer
Manuel,Anna,Clark,244-92-6135,1989-06-18,New Paulview,84193.03,Boyd LLC,Sales,Sales Representative
Lauren,Cassandra,Johnson,745-45-6916,1954-01-23,Donnamouth,64890.03,Combs-Irwin,Sales,Account Manager
Daniel,Raymond,Hall,658-01-8285,1983-11-07,Jennahaven,95770.48,"Thompson, Ward and Brown",Sales,Sales Representative
Ricardo,Christopher,Lee,278-88-5137,1987-03-14,Port Josephborough,141649.19,Morgan Inc,Engineering,Software Engineer
Thomas,Luke,Jensen,549-95-0379,1955-12-14,New Vernonport,105896.93,Mcclain Inc,Marketing,Content Creator
Daniel,Crystal,Torres,637-46-4225,1982-01-07,Erinfort,57895.65,Hudson Ltd,Engineering,Software Engineer
Michele,Susan,Combs,048-48-9084,1976-08-17,West Jessica,31972.6,Nolan-Clark,Marketing,Marketing Manager
Jessica,Stacy,Hodges,463-45-3974,1980-12-17,Andrewview,84959.23,"Chan, Cox and Lewis",Marketing,Marketing Manager
Harry,Steven,Morris,431-89-7990,1987-11-22,Lake Samantha,132461.52,Stokes-Montgomery,Product,Product Owner
Holly,Samantha,Hamilton,226-60-6802,1977-02-05,Janicehaven,96206.21,"Heath, Mcintosh and Reed",Finance,Financial Analyst
Brandon,Henry,Morales,054-31-5160,2000-09-13,East Brett,87329.19,Taylor-Rojas,Engineering,Data Scientist
John,Tara,Black,378-48-2829,1958-05-04,Lake William,75613.62,"Sims, Dominguez and Perez",Engineering,Data Scientist
Jacqueline,Lynn,Williams,111-18-7273,1986-08-08,Christineshire,105001.71,"Chavez, Clark and Daniel",Engineering,Software Engineer
Andrew,Elizabeth,Day,011-04-5118,2003-11-16,East Ethan,63127.63,Miller-Oconnor,Sales,Sales Representative
Linda,Elizabeth,Cole,092-10-4934,2004-06-01,Lake Erica,128529.75,Peterson-Marsh,Marketing,Marketing Manager
Matthew,Mario,Allen,276-81-8904,2002-05-09,Laurentown,30081.52,Jenkins-Moore,Marketing,Content Creator
Colin,Troy,Rodriguez,660-99-4802,1990-07-15,East Keith,103332.7,Tyler-Johnson,Finance,Controller
Erin,Dawn,Montgomery,690-11-2658,1977-05-11,Morganshire,86606.1,Porter Ltd,Marketing,Content Creator
Anthony,Karen,Caldwell,894-35-7620,1964-01-29,Davidfort,96209.23,Martinez-Schmidt,HR,HR Coordinator
Susan,Robert,Spencer,527-42-5818,2003-12-04,West Samuel,45594.07,Cook-Wu,Marketing,Marketing Manager
Jeffrey,Jennifer,Rush,412-71-4600,1994-06-17,South Cindy,104982.26,Chambers Inc,Product,UX Designer
Ricky,Theodore,Day,347-46-3280,1996-11-30,Vickiburgh,36120.94,Allen-Webb,Marketing,SEO Specialist
Raymond,Patrick,Reed,415-94-5614,1969-09-10,North Norma,56298.55,"Lambert, Haley and Peterson",Sales,Sales Manager
Robert,Craig,Strong,460-37-6556,1992-05-16,Sheltonmouth,58737.32,Holmes Ltd,Sales,Sales Manager
